date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,tournament_tier,result,sample_weight
2002-10-16,Malta,France,0.0,4.0,UEFA Euro qualification,Attard,Malta,False,2,0,0.973779164176284
2002-10-16,Northern Ireland,Ukraine,0.0,0.0,UEFA Euro qualification,Belfast,Northern Ireland,False,2,1,0.973779164176284
2002-10-16,Norway,Bosnia-Herzegovina,2.0,0.0,UEFA Euro qualification,Oslo,Norway,False,2,2,0.973779164176284
2002-10-16,Russia,Albania,4.0,1.0,UEFA Euro qualification,Volgograd,Russia,False,2,2,0.973779164176284
2002-10-16,Serbia,Finland,2.0,0.0,UEFA Euro qualification,Belgrade,FR Yugoslavia,False,2,2,0.973779164176284
2002-10-16,Turkey,Liechtenstein,5.0,0.0,UEFA Euro qualification,Istanbul,Turkey,False,2,2,0.973779164176284
2002-10-16,Wales,Italy,2.0,1.0,UEFA Euro qualification,Cardiff,Wales,False,2,2,0.973779164176284
2002-11-09,Barbados,Jamaica,1.0,1.0,Gold Cup qualification,St. George's,Grenada,True,2,1,0.9739411726191911
2002-11-09,Grenada,Guadeloupe,4.0,5.0,Gold Cup qualification,St. George's,Grenada,False,2,0,0.9739411726191911
2002-11-11,Grenada,Barbados,0.0,2.0,Gold Cup qualification,St. George's,Grenada,False,2,0,0.9739546745393549
2002-11-11,Jamaica,Guadeloupe,2.0,0.0,Gold Cup qualification,St. George's,Grenada,True,2,2,0.9739546745393549
2002-11-13,Barbados,Guadeloupe,0.0,1.0,Gold Cup qualification,St. George's,Grenada,True,2,0,0.9739681766466982
2002-11-13,Grenada,Jamaica,1.0,4.0,Gold Cup qualification,St. George's,Grenada,False,2,0,0.9739681766466982
2002-11-13,St. Kitts and Nevis,St. Lucia,2.0,1.0,Gold Cup qualification,Macoya,Trinidad and Tobago,True,2,2,0.9739681766466982
2002-11-15,Trinidad and Tobago,St. Kitts and Nevis,2.0,0.0,Gold Cup qualification,Port of Spain,Trinidad and Tobago,False,2,2,0.9739816789412237
2002-11-17,Trinidad and Tobago,St. Lucia,0.0,1.0,Gold Cup qualification,Macoya,Trinidad and Tobago,False,2,0,0.973995181422934
2002-11-18,Haiti,Antigua and Barbuda,1.0,0.0,Gold Cup qualification,Port-au-Prince,Haiti,False,2,2,0.974001932733984
2002-11-20,Antigua and Barbuda,Curaçao,1.0,1.0,Gold Cup qualification,Port-au-Prince,Haiti,True,2,1,0.9740154354964762
2002-11-20,Azerbaijan,Wales,0.0,2.0,UEFA Euro qualification,Baku,Azerbaijan,False,2,0,0.9740154354964762
2002-11-20,Cyprus,Malta,2.0,1.0,UEFA Euro qualification,Nicosia,Cyprus,False,2,2,0.9740154354964762
2002-11-20,San Marino,Latvia,0.0,1.0,UEFA Euro qualification,Serravalle,San Marino,False,2,0,0.9740154354964762
2002-11-22,Haiti,Curaçao,3.0,0.0,Gold Cup qualification,Port-au-Prince,Haiti,False,2,2,0.9740289384461595
2002-11-27,Cayman Islands,Cuba,0.0,5.0,Gold Cup qualification,George Town,Cayman Islands,False,2,0,0.9740626966393464
2002-11-27,Martinique,Dominican Republic,4.0,0.0,Gold Cup qualification,George Town,Cayman Islands,True,2,2,0.9740626966393464
2002-11-29,Cayman Islands,Dominican Republic,1.0,0.0,Gold Cup qualification,George Town,Cayman Islands,False,2,2,0.9740762002442194
2002-11-29,Martinique,Cuba,1.0,2.0,Gold Cup qualification,George Town,Cayman Islands,True,2,0,0.9740762002442194
2002-12-01,Cayman Islands,Martinique,0.0,3.0,Gold Cup qualification,George Town,Cayman Islands,False,2,0,0.9740897040362952
2002-12-01,Dominican Republic,Cuba,1.0,2.0,Gold Cup qualification,George Town,Cayman Islands,True,2,0,0.9740897040362952
2003-02-12,Serbia,Azerbaijan,2.0,2.0,UEFA Euro qualification,Podgorica,Serbia and Montenegro,False,2,1,0.9745827205868328
2003-03-16,Kyrgyz Republic,Afghanistan,1.0,2.0,AFC Asian Cup qualification,Kathmandu,Nepal,True,2,0,0.974798916089549
2003-03-18,Nepal,Afghanistan,4.0,0.0,AFC Asian Cup qualification,Kathmandu,Nepal,False,2,2,0.9748124299007636
2003-03-20,Nepal,Kyrgyz Republic,0.0,2.0,AFC Asian Cup qualification,Kathmandu,Nepal,False,2,0,0.9748259438993224
2003-03-21,Macau,Pakistan,0.0,3.0,AFC Asian Cup qualification,Singapore,Singapore,True,2,0,0.9748327009688569
2003-03-21,Maldives,Brunei Darussalam,1.0,1.0,AFC Asian Cup qualification,Malé,Maldives,False,2,1,0.9748327009688569
2003-03-21,Sri Lanka,Timor-Leste,3.0,2.0,AFC Asian Cup qualification,Colombo,Sri Lanka,False,2,2,0.9748327009688569
2003-03-23,Myanmar,Brunei Darussalam,5.0,0.0,AFC Asian Cup qualification,Malé,Maldives,True,2,2,0.9748462152484372
2003-03-23,Singapore,Macau,2.0,0.0,AFC Asian Cup qualification,Singapore,Singapore,False,2,2,0.9748462152484372
2003-03-24,Korea DPR,India,2.0,0.0,AFC Asian Cup qualification,Pyongyang,North Korea,False,2,2,0.9748529724584837
2003-03-25,Hong Kong,Laos,5.0,1.0,AFC Asian Cup qualification,Kowloon,Hong Kong,False,2,2,0.9748597297153684
2003-03-25,Maldives,Myanmar,0.0,2.0,AFC Asian Cup qualification,Malé,Maldives,False,2,0,0.9748597297153684
2003-03-25,Singapore,Pakistan,3.0,0.0,AFC Asian Cup qualification,Singapore,Singapore,False,2,2,0.9748597297153684
2003-03-25,Sri Lanka,Taiwan,2.0,1.0,AFC Asian Cup qualification,Colombo,Sri Lanka,False,2,2,0.9748597297153684
2003-03-26,Guadeloupe,Cuba,2.0,3.0,Gold Cup qualification,Port of Spain,Trinidad and Tobago,True,2,0,0.9748664870190914
2003-03-26,Haiti,Martinique,2.0,1.0,Gold Cup qualification,Kingston,Jamaica,True,2,2,0.9748664870190914
2003-03-26,Jamaica,St. Lucia,5.0,0.0,Gold Cup qualification,Kingston,Jamaica,False,2,2,0.9748664870190914
2003-03-26,Trinidad and Tobago,Antigua and Barbuda,2.0,0.0,Gold Cup qualification,Port of Spain,Trinidad and Tobago,False,2,2,0.9748664870190914
2003-03-27,Laos,Bangladesh,2.0,1.0,AFC Asian Cup qualification,Kowloon,Hong Kong,True,2,2,0.974873244369653
2003-03-28,Cuba,Antigua and Barbuda,2.0,0.0,Gold Cup qualification,Macoya,Trinidad and Tobago,True,2,2,0.9748800017670537
2003-03-28,Jamaica,Martinique,2.0,2.0,Gold Cup qualification,Kingston,Jamaica,False,2,1,0.9748800017670537
2003-03-28,St. Lucia,Haiti,2.0,1.0,Gold Cup qualification,Kingston,Jamaica,True,2,2,0.9748800017670537
2003-03-28,Trinidad and Tobago,Guadeloupe,1.0,0.0,Gold Cup qualification,Macoya,Trinidad and Tobago,False,2,2,0.9748800017670537
2003-03-29,Albania,Russia,3.0,1.0,UEFA Euro qualification,Shkodër,Albania,False,2,2,0.9748867592112938
2003-03-29,Armenia,Northern Ireland,1.0,0.0,UEFA Euro qualification,Yerevan,Armenia,False,2,2,0.9748867592112938
2003-03-29,Belarus,Moldova,2.0,1.0,UEFA Euro qualification,Minsk,Belarus,False,2,2,0.9748867592112938
2003-03-29,Bosnia-Herzegovina,Luxembourg,2.0,0.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,2,2,0.9748867592112938
2003-03-29,Cape Verde Islands,Togo,2.0,1.0,African Cup of Nations qualification,Praia,Cape Verde,False,2,2,0.9748867592112938
2003-03-29,Croatia,Belgium,4.0,0.0,UEFA Euro qualification,Zagreb,Croatia,False,2,2,0.9748867592112938
2003-03-29,Cyprus,Israel,1.0,1.0,UEFA Euro qualification,Limassol,Cyprus,False,2,1,0.9748867592112938
2003-03-29,France,Malta,6.0,0.0,UEFA Euro qualification,Lens,France,False,2,2,0.9748867592112938
2003-03-29,Gabon,Equatorial Guinea,4.0,0.0,African Cup of Nations qualification,Libreville,Gabon,False,2,2,0.9748867592112938
2003-03-29,Georgia,Ireland,1.0,2.0,UEFA Euro qualification,Tbilisi,Georgia,False,2,0,0.9748867592112938
2003-03-29,Germany,Lithuania,1.0,1.0,UEFA Euro qualification,Nuremberg,Germany,False,2,1,0.9748867592112938
2003-03-29,Italy,Finland,2.0,0.0,UEFA Euro qualification,Palermo,Italy,False,2,2,0.9748867592112938
2003-03-29,Kenya,Mauritania,4.0,0.0,African Cup of Nations qualification,Nairobi,Kenya,False,2,2,0.9748867592112938
2003-03-29,Liechtenstein,England,0.0,2.0,UEFA Euro qualification,Vaduz,Liechtenstein,False,2,0,0.9748867592112938
2003-03-29,North Macedonia,Slovakia,0.0,2.0,UEFA Euro qualification,Skopje,North Macedonia,False,2,0,0.9748867592112938
2003-03-29,Malawi,Nigeria,0.0,1.0,African Cup of Nations qualification,Blantyre,Malawi,False,2,0,0.9748867592112938
2003-03-29,Mauritius,Egypt,0.0,1.0,African Cup of Nations qualification,Rose Hill,Mauritius,False,2,0,0.9748867592112938
2003-03-29,Netherlands,Czechia,1.0,1.0,UEFA Euro qualification,Rotterdam,Netherlands,False,2,1,0.9748867592112938
2003-03-29,Poland,Hungary,0.0,0.0,UEFA Euro qualification,Chorzów,Poland,False,2,1,0.9748867592112938
2003-03-29,Romania,Denmark,2.0,5.0,UEFA Euro qualification,Bucharest,Romania,False,2,0,0.9748867592112938
2003-03-29,Rwanda,Uganda,0.0,0.0,African Cup of Nations qualification,Kigali,Rwanda,False,2,1,0.9748867592112938
2003-03-29,Scotland,Iceland,2.0,1.0,UEFA Euro qualification,Glasgow,Scotland,False,2,2,0.9748867592112938
2003-03-29,Sierra Leone,Morocco,0.0,0.0,African Cup of Nations qualification,Freetown,Sierra Leone,False,2,1,0.9748867592112938
2003-03-29,Sudan,Benin,3.0,0.0,African Cup of Nations qualification,Khartoum,Sudan,False,2,2,0.9748867592112938
2003-03-29,Tanzania,Zambia,0.0,1.0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,2,0,0.9748867592112938
2003-03-29,Ukraine,Spain,2.0,2.0,UEFA Euro qualification,Kyiv,Ukraine,False,2,1,0.9748867592112938
2003-03-29,Wales,Azerbaijan,4.0,0.0,UEFA Euro qualification,Cardiff,Wales,False,2,2,0.9748867592112938
2003-03-30,Burundi,Côte d'Ivoire,0.0,1.0,African Cup of Nations qualification,Bujumbura,Burundi,False,2,0,0.9748935167023733
2003-03-30,Chad,Namibia,2.0,0.0,African Cup of Nations qualification,N'Djamena,Chad,False,2,2,0.9748935167023733
2003-03-30,Eritrea,Mali,0.0,2.0,African Cup of Nations qualification,Asmara,Eritrea,False,2,0,0.9748935167023733
2003-03-30,Ethiopia,Liberia,1.0,0.0,African Cup of Nations qualification,Addis Ababa,Ethiopia,False,2,2,0.9748935167023733
2003-03-30,Gambia,Senegal,0.0,0.0,African Cup of Nations qualification,Bakau,Gambia,False,2,1,0.9748935167023733
2003-03-30,Guadeloupe,Antigua and Barbuda,2.0,0.0,Gold Cup qualification,San Fernando,Trinidad and Tobago,True,2,2,0.9748935167023733
2003-03-30,Guinea,Niger,2.0,0.0,African Cup of Nations qualification,Conakry,Guinea,False,2,2,0.9748935167023733
2003-03-30,Hong Kong,Bangladesh,2.0,2.0,AFC Asian Cup qualification,Kowloon,Hong Kong,False,2,1,0.9748935167023733
2003-03-30,India,Korea DPR,1.0,1.0,AFC Asian Cup qualification,Margao,India,False,2,1,0.9748935167023733
2003-03-30,Jamaica,Haiti,3.0,0.0,Gold Cup qualification,Kingston,Jamaica,False,2,2,0.9748935167023733
2003-03-30,Libya,Botswana,0.0,0.0,African Cup of Nations qualification,Tripoli,Libya,False,2,1,0.9748935167023733
2003-03-30,Mozambique,Burkina Faso,1.0,0.0,African Cup of Nations qualification,Maputo,Mozambique,False,2,2,0.9748935167023733
2003-03-30,St. Lucia,Martinique,4.0,5.0,Gold Cup qualification,Kingston,Jamaica,True,2,0,0.9748935167023733
2003-03-30,Eswatini,Congo DR,1.0,1.0,African Cup of Nations qualification,Lobamba,Swaziland,False,2,1,0.9748935167023733
2003-03-30,Trinidad and Tobago,Cuba,1.0,3.0,Gold Cup qualification,San Fernando,Trinidad and Tobago,False,2,0,0.9748935167023733
2003-03-30,Zimbabwe,Seychelles,3.0,1.0,African Cup of Nations qualification,Harare,Zimbabwe,False,2,2,0.9748935167023733
2003-04-02,Albania,Ireland,0.0,0.0,UEFA Euro qualification,Tirana,Albania,False,2,1,0.9749137894566537
2003-04-02,Croatia,Andorra,2.0,0.0,UEFA Euro qualification,Varaždin,Croatia,False,2,2,0.9749137894566537
2003-04-02,Czechia,Austria,4.0,0.0,UEFA Euro qualification,Prague,Czech Republic,False,2,2,0.9749137894566537
2003-04-02,Denmark,Bosnia-Herzegovina,0.0,2.0,UEFA Euro qualification,Copenhagen,Denmark,False,2,0,0.9749137894566537
2003-04-02,England,Turkey,2.0,0.0,UEFA Euro qualification,Sunderland,England,False,2,2,0.9749137894566537
2003-04-02,Estonia,Bulgaria,0.0,0.0,UEFA Euro qualification,Tallinn,Estonia,False,2,1,0.9749137894566537
2003-04-02,Georgia,Switzerland,0.0,0.0,UEFA Euro qualification,Tbilisi,Georgia,False,2,1,0.9749137894566537
2003-04-02,Hungary,Sweden,1.0,2.0,UEFA Euro qualification,Budapest,Hungary,False,2,0,0.9749137894566537
2003-04-02,Israel,France,1.0,2.0,UEFA Euro qualification,Palermo,Italy,True,2,0,0.9749137894566537
2003-04-02,Lithuania,Scotland,1.0,0.0,UEFA Euro qualification,Kaunas,Lithuania,False,2,2,0.9749137894566537
2003-04-02,Luxembourg,Norway,0.0,2.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,2,0,0.9749137894566537
2003-04-02,Moldova,Netherlands,1.0,2.0,UEFA Euro qualification,Tiraspol,Moldova,False,2,0,0.9749137894566537
2003-04-02,Northern Ireland,Greece,0.0,2.0,UEFA Euro qualification,Belfast,Northern Ireland,False,2,0,0.9749137894566537
2003-04-02,Poland,San Marino,5.0,0.0,UEFA Euro qualification,Ostrowiec Świętokrzyski,Poland,False,2,2,0.9749137894566537
2003-04-02,Slovakia,Liechtenstein,4.0,0.0,UEFA Euro qualification,Trnava,Slovakia,False,2,2,0.9749137894566537
2003-04-02,Slovenia,Cyprus,4.0,1.0,UEFA Euro qualification,Ljubljana,Slovenia,False,2,2,0.9749137894566537
2003-04-02,Spain,Armenia,3.0,0.0,UEFA Euro qualification,León,Spain,False,2,2,0.9749137894566537
2003-04-23,Bhutan,Guam,6.0,0.0,AFC Asian Cup qualification,Thimphu,Bhutan,False,2,2,0.9750557105410295
2003-04-23,Martinique,Trinidad and Tobago,3.0,2.0,Gold Cup qualification,Fort-de-France,Martinique,False,2,2,0.9750557105410295
2003-04-25,Guam,Mongolia,0.0,5.0,AFC Asian Cup qualification,Thimphu,Bhutan,True,2,0,0.9750692279122313
2003-04-25,Trinidad and Tobago,Honduras,0.0,2.0,Gold Cup qualification,Rivière-Pilote,Martinique,True,2,0,0.9750692279122313
2003-04-27,Bhutan,Mongolia,0.0,0.0,AFC Asian Cup qualification,Thimphu,Bhutan,False,2,1,0.9750827454708269
2003-04-27,Martinique,Honduras,2.0,4.0,Gold Cup qualification,Fort-de-France,Martinique,False,2,0,0.9750827454708269
2003-04-30,Andorra,Estonia,0.0,2.0,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,2,0,0.975103022160089
2003-04-30,Georgia,Russia,1.0,0.0,UEFA Euro qualification,Tbilisi,Georgia,False,2,2,0.975103022160089
2003-04-30,Israel,Cyprus,2.0,0.0,UEFA Euro qualification,Palermo,Italy,True,2,2,0.975103022160089
2003-04-30,Latvia,San Marino,3.0,0.0,UEFA Euro qualification,Riga,Latvia,False,2,2,0.975103022160089
2003-04-30,Malta,Slovenia,1.0,3.0,UEFA Euro qualification,Attard,Malta,False,2,0,0.975103022160089
2003-05-04,Congo,Central African Republic,2.0,1.0,African Cup of Nations qualification,Brazzaville,Congo,False,2,2,0.9751300584016742
2003-06-06,Mauritania,Kenya,0.0,0.0,African Cup of Nations qualification,Nouakchott,Mauritania,False,2,1,0.9753531359994208
2003-06-07,Belarus,Netherlands,0.0,2.0,UEFA Euro qualification,Minsk,Belarus,False,2,0,0.9753598967232217
2003-06-07,Botswana,Libya,0.0,1.0,African Cup of Nations qualification,Gaborone,Botswana,False,2,0,0.9753598967232217
2003-06-07,Bulgaria,Belgium,2.0,2.0,UEFA Euro qualification,Sofia,Bulgaria,False,2,1,0.9753598967232217
2003-06-07,Burkina Faso,Mozambique,4.0,0.0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,2,2,0.9753598967232217
2003-06-07,Denmark,Norway,1.0,0.0,UEFA Euro qualification,Copenhagen,Denmark,False,2,2,0.9753598967232217
2003-06-07,Estonia,Andorra,2.0,0.0,UEFA Euro qualification,Tallinn,Estonia,False,2,2,0.9753598967232217
2003-06-07,Finland,Serbia,3.0,0.0,UEFA Euro qualification,Helsinki,Finland,False,2,2,0.9753598967232217
2003-06-07,Hungary,Latvia,3.0,1.0,UEFA Euro qualification,Budapest,Hungary,False,2,2,0.9753598967232217
2003-06-07,Iceland,Faroe Islands,2.0,1.0,UEFA Euro qualification,Reykjavík,Iceland,False,2,2,0.9753598967232217
2003-06-07,Ireland,Albania,2.0,1.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,2,2,0.9753598967232217
2003-06-07,Israel,Slovenia,0.0,0.0,UEFA Euro qualification,Antalya,Turkey,True,2,1,0.9753598967232217
2003-06-07,North Macedonia,Liechtenstein,3.0,1.0,UEFA Euro qualification,Skopje,North Macedonia,False,2,2,0.9753598967232217
2003-06-07,Mali,Eritrea,1.0,0.0,African Cup of Nations qualification,Bamako,Mali,False,2,2,0.9753598967232217
2003-06-07,Malta,Cyprus,1.0,2.0,UEFA Euro qualification,Attard,Malta,False,2,0,0.9753598967232217
2003-06-07,Moldova,Austria,1.0,0.0,UEFA Euro qualification,Tiraspol,Moldova,False,2,2,0.9753598967232217
2003-06-07,Namibia,Chad,2.0,1.0,African Cup of Nations qualification,Windhoek,Namibia,False,2,2,0.9753598967232217
2003-06-07,Niger,Guinea,1.0,0.0,African Cup of Nations qualification,Niamey,Niger,False,2,2,0.9753598967232217
2003-06-07,Nigeria,Malawi,4.0,1.0,African Cup of Nations qualification,Abuja,Nigeria,False,2,2,0.9753598967232217
2003-06-07,Romania,Bosnia-Herzegovina,2.0,0.0,UEFA Euro qualification,Craiova,Romania,False,2,2,0.9753598967232217
2003-06-07,San Marino,Sweden,0.0,6.0,UEFA Euro qualification,Serravalle,San Marino,False,2,0,0.9753598967232217
2003-06-07,Scotland,Germany,1.0,1.0,UEFA Euro qualification,Glasgow,Scotland,False,2,1,0.9753598967232217
2003-06-07,Senegal,Gambia,3.0,1.0,African Cup of Nations qualification,Dakar,Senegal,False,2,2,0.9753598967232217
2003-06-07,Seychelles,Zimbabwe,2.0,1.0,African Cup of Nations qualification,Victoria,Seychelles,False,2,2,0.9753598967232217
2003-06-07,Slovakia,Turkey,0.0,1.0,UEFA Euro qualification,Bratislava,Slovakia,False,2,0,0.9753598967232217
2003-06-07,Spain,Greece,0.0,1.0,UEFA Euro qualification,Zaragoza,Spain,False,2,0,0.9753598967232217
2003-06-07,Switzerland,Russia,2.0,2.0,UEFA Euro qualification,Basel,Switzerland,False,2,1,0.9753598967232217
2003-06-07,Uganda,Rwanda,0.0,1.0,African Cup of Nations qualification,Kampala,Uganda,False,2,0,0.9753598967232217
2003-06-07,Ukraine,Armenia,4.0,3.0,UEFA Euro qualification,Lviv,Ukraine,False,2,2,0.9753598967232217
2003-06-07,Zambia,Tanzania,2.0,0.0,African Cup of Nations qualification,Lusaka,Zambia,False,2,2,0.9753598967232217
2003-06-08,Benin,Sudan,3.0,0.0,African Cup of Nations qualification,Cotonou,Benin,False,2,2,0.9753666574938847
2003-06-08,Central African Republic,Congo,0.0,0.0,African Cup of Nations qualification,Bangui,Central African Republic,False,2,1,0.9753666574938847
2003-06-08,Congo DR,Eswatini,2.0,0.0,African Cup of Nations qualification,Kinshasa,DR Congo,False,2,2,0.9753666574938847
2003-06-08,Egypt,Mauritius,7.0,0.0,African Cup of Nations qualification,Cairo,Egypt,False,2,2,0.9753666574938847
2003-06-08,Equatorial Guinea,Gabon,2.0,1.0,African Cup of Nations qualification,Bata,Equatorial Guinea,False,2,2,0.9753666574938847
2003-06-08,Côte d'Ivoire,Burundi,6.0,1.0,African Cup of Nations qualification,Abidjan,Ivory Coast,False,2,2,0.9753666574938847
2003-06-08,Liberia,Ethiopia,1.0,0.0,African Cup of Nations qualification,Monrovia,Liberia,False,2,2,0.9753666574938847
2003-06-08,Morocco,Sierra Leone,1.0,0.0,African Cup of Nations qualification,Casablanca,Morocco,False,2,2,0.9753666574938847
2003-06-08,Togo,Cape Verde Islands,5.0,2.0,African Cup of Nations qualification,Lomé,Togo,False,2,2,0.9753666574938847
2003-06-11,Austria,Belarus,5.0,0.0,UEFA Euro qualification,Innsbruck,Austria,False,2,2,0.975386940087052
2003-06-11,Azerbaijan,Serbia,2.0,1.0,UEFA Euro qualification,Baku,Azerbaijan,False,2,2,0.975386940087052
2003-06-11,Belgium,Andorra,3.0,0.0,UEFA Euro qualification,Ghent,Belgium,False,2,2,0.975386940087052
2003-06-11,Czechia,Moldova,5.0,0.0,UEFA Euro qualification,Olomouc,Czech Republic,False,2,2,0.975386940087052
2003-06-11,England,Slovakia,2.0,1.0,UEFA Euro qualification,Middlesbrough,England,False,2,2,0.975386940087052
2003-06-11,Estonia,Croatia,0.0,1.0,UEFA Euro qualification,Tallinn,Estonia,False,2,0,0.975386940087052
2003-06-11,Faroe Islands,Germany,0.0,2.0,UEFA Euro qualification,Tórshavn,Faroe Islands,False,2,0,0.975386940087052
2003-06-11,Finland,Italy,0.0,2.0,UEFA Euro qualification,Helsinki,Finland,False,2,0,0.975386940087052
2003-06-11,Greece,Ukraine,1.0,0.0,UEFA Euro qualification,Athens,Greece,False,2,2,0.975386940087052
2003-06-11,Ireland,Georgia,2.0,0.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,2,2,0.975386940087052
2003-06-11,Lithuania,Iceland,0.0,3.0,UEFA Euro qualification,Kaunas,Lithuania,False,2,0,0.975386940087052
2003-06-11,Luxembourg,Denmark,0.0,2.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,2,0,0.975386940087052
2003-06-11,Northern Ireland,Spain,0.0,0.0,UEFA Euro qualification,Belfast,Northern Ireland,False,2,1,0.975386940087052
2003-06-11,Norway,Romania,1.0,1.0,UEFA Euro qualification,Oslo,Norway,False,2,1,0.975386940087052
2003-06-11,San Marino,Hungary,0.0,5.0,UEFA Euro qualification,Serravalle,San Marino,False,2,0,0.975386940087052
2003-06-11,Sweden,Poland,3.0,0.0,UEFA Euro qualification,Solna,Sweden,False,2,2,0.975386940087052
2003-06-11,Switzerland,Albania,3.0,2.0,UEFA Euro qualification,Geneva,Switzerland,False,2,2,0.975386940087052
2003-06-11,Turkey,North Macedonia,3.0,2.0,UEFA Euro qualification,Istanbul,Turkey,False,2,2,0.975386940087052
2003-06-14,Senegal,Lesotho,3.0,0.0,African Cup of Nations qualification,Dakar,Senegal,False,2,2,0.9754072231019923
2003-06-20,Algeria,Namibia,1.0,0.0,African Cup of Nations qualification,Blida,Algeria,False,2,2,0.9754477903972282
2003-06-20,Egypt,Madagascar,6.0,0.0,African Cup of Nations qualification,Port Said,Egypt,False,2,2,0.9754477903972282
2003-06-20,Morocco,Gabon,2.0,0.0,African Cup of Nations qualification,Rabat,Morocco,False,2,2,0.9754477903972282
2003-06-21,Burkina Faso,Congo,3.0,0.0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,2,2,0.975454551777132
2003-06-21,Cape Verde Islands,Mauritania,3.0,0.0,African Cup of Nations qualification,Praia,Cape Verde,False,2,2,0.975454551777132
